Archetype,House number,WFH Type,Operation,Solar,Grid Import,Total Load
Semi_Detached,9,T1,safe_unidirectional,best,4879.13,5638.66
Semi_Detached,9,T1,hybrid_bidirectional,worst,3775.24,7907.26
Semi_Detached,9,T1,hybrid_bidirectional,best,3587.25,7801.68
Semi_Detached,10,T1,safe_unidirectional,worst,5374.59,6202.19
Semi_Detached,10,T1,safe_unidirectional,best,5262.14,6202.19
Semi_Detached,10,T1,hybrid_bidirectional,worst,4331.17,8814.64
Semi_Detached,10,T1,hybrid_bidirectional,best,4068.86,8699.2
Semi_Detached,11,T1,safe_unidirectional,worst,5687.81,6299.31
Semi_Detached,11,T1,safe_unidirectional,best,5606.38,6299.31
Semi_Detached,11,T1,hybrid_bidirectional,worst,4362.97,8775.11
Semi_Detached,11,T1,hybrid_bidirectional,best,4164.31,8676.19
Semi_Detached,12,T1,safe_unidirectional,worst,5107.38,5692.78
Semi_Detached,12,T1,safe_unidirectional,best,5048.13,5692.78
Semi_Detached,12,T1,hybrid_bidirectional,worst,4285.45,8408.58
Semi_Detached,12,T1,hybrid_bidirectional,best,4121.5,8300.79
Semi_Detached,13,T1,safe_unidirectional,worst,5025.97,5644.85
Semi_Detached,13,T1,safe_unidirectional,best,4943.22,5644.85
Semi_Detached,13,T1,hybrid_bidirectional,worst,3803.5,7759.28
Semi_Detached,13,T1,hybrid_bidirectional,best,3607.01,7652.96
Semi_Detached,14,T1,safe_unidirectional,worst,5015.17,5636.24
Semi_Detached,14,T1,safe_unidirectional,best,4943.89,5636.24
Semi_Detached,14,T1,hybrid_bidirectional,worst,3929.63,8089.83
Semi_Detached,14,T1,hybrid_bidirectional,best,3848.77,8105.13
Semi_Detached,15,T1,safe_unidirectional,worst,4796.24,5350.1
Semi_Detached,15,T1,safe_unidirectional,best,4723.45,5350.1
Semi_Detached,15,T1,hybrid_bidirectional,worst,3553.99,7505.22
Semi_Detached,15,T1,hybrid_bidirectional,best,3488.67,7513.36
Semi_Detached,16,T1,safe_unidirectional,worst,4673.31,5303.26
Semi_Detached,16,T1,safe_unidirectional,best,4571.31,5303.26
Semi_Detached,16,T1,hybrid_bidirectional,worst,3558.69,7324.94
Semi_Detached,16,T1,hybrid_bidirectional,best,3380.7,7255.38
Semi_Detached,17,T1,safe_unidirectional,worst,5169.92,5890.81
Semi_Detached,17,T1,safe_unidirectional,best,5069.77,5890.81
Semi_Detached,17,T1,hybrid_bidirectional,worst,4073.74,8327.63
Semi_Detached,17,T1,hybrid_bidirectional,best,4024.27,8377.46
Semi_Detached,18,T1,safe_unidirectional,worst,4206.96,4812.13
Semi_Detached,18,T1,safe_unidirectional,best,4119.86,4812.13
Semi_Detached,18,T1,hybrid_bidirectional,worst,3264.09,6799.52
Semi_Detached,18,T1,hybrid_bidirectional,best,3184.36,6793.11
Semi_Detached,19,T1,safe_unidirectional,worst,4853.41,5437.62
Semi_Detached,19,T1,safe_unidirectional,best,4784.46,5437.62
Semi_Detached,19,T1,hybrid_bidirectional,worst,3892.82,7821.16
Semi_Detached,19,T1,hybrid_bidirectional,best,3756.01,7785.64
Semi_Detached,20,T1,safe_unidirectional,worst,5272.43,6027.58
Semi_Detached,20,T1,safe_unidirectional,best,5161.55,6027.58
Semi_Detached,20,T1,hybrid_bidirectional,worst,4047.32,8528.53
Semi_Detached,20,T1,hybrid_bidirectional,best,3831.64,8421.23
Semi_Detached,21,T1,safe_unidirectional,worst,5575.22,6259.91
Semi_Detached,21,T1,safe_unidirectional,best,5502.79,6259.91
Semi_Detached,21,T1,hybrid_bidirectional,worst,4004.12,8681.19
Semi_Detached,21,T1,hybrid_bidirectional,best,3993.9,8744.83
Semi_Detached,22,T1,safe_unidirectional,worst,5559.92,6362.8
Semi_Detached,22,T1,safe_unidirectional,best,5471.52,6362.8
Semi_Detached,22,T1,hybrid_bidirectional,worst,4233.27,8948.36
Semi_Detached,22,T1,hybrid_bidirectional,best,4241.74,9035.18
Semi_Detached,23,T1,safe_unidirectional,worst,5193.35,5899.86
Semi_Detached,23,T1,safe_unidirectional,best,5111.5,5899.86
Semi_Detached,23,T1,hybrid_bidirectional,worst,4291.44,8695.08
Semi_Detached,23,T1,hybrid_bidirectional,best,4099.12,8595.68
Semi_Detached,24,T1,safe_unidirectional,worst,5109.92,5796.31
Semi_Detached,24,T1,safe_unidirectional,best,4993.86,5796.31
Semi_Detached,24,T1,hybrid_bidirectional,worst,3928.94,8105.6
Semi_Detached,24,T1,hybrid_bidirectional,best,3851.69,8132.73
Semi_Detached,25,T1,safe_unidirectional,worst,4353.96,4901.49
Semi_Detached,25,T1,safe_unidirectional,best,4259.77,4901.49
Semi_Detached,25,T1,hybrid_bidirectional,worst,3270.53,6732.99
Semi_Detached,25,T1,hybrid_bidirectional,best,3087.05,6661.71
Semi_Detached,26,T1,safe_unidirectional,worst,4443.7,5044.99
Semi_Detached,26,T1,safe_unidirectional,best,4399.53,5044.99
Semi_Detached,26,T1,hybrid_bidirectional,worst,3310.35,7065.93
Semi_Detached,26,T1,hybrid_bidirectional,best,3294.97,7108.6
Semi_Detached,27,T1,safe_unidirectional,worst,4728.94,5408.43
Semi_Detached,27,T1,safe_unidirectional,best,4630.08,5408.43
Semi_Detached,27,T1,hybrid_bidirectional,worst,3596.26,7602.77
Semi_Detached,27,T1,hybrid_bidirectional,best,3597.99,7696.51
Semi_Detached,28,T1,safe_unidirectional,worst,5492.44,6225.33
Semi_Detached,28,T1,safe_unidirectional,best,5405.72,6225.33
Semi_Detached,28,T1,hybrid_bidirectional,worst,4470.07,9006.01
Semi_Detached,28,T1,hybrid_bidirectional,best,4214.92,8871.08
Semi_Detached,29,T1,safe_unidirectional,worst,5488.46,6153.48
Semi_Detached,29,T1,safe_unidirectional,best,5382.79,6153.48
Semi_Detached,29,T1,hybrid_bidirectional,worst,4403.91,8839.44
Semi_Detached,29,T1,hybrid_bidirectional,best,4248.06,8817.24
Semi_Detached,30,T1,safe_unidirectional,worst,4955.48,5591.06
Semi_Detached,30,T1,safe_unidirectional,best,4885.44,5591.06
Semi_Detached,30,T1,hybrid_bidirectional,worst,3777.74,7944.26
Semi_Detached,30,T1,hybrid_bidirectional,best,3716.92,7945.99
Semi_Detached,31,T1,safe_unidirectional,worst,6197.8,6868.95
Semi_Detached,31,T1,safe_unidirectional,best,6111.75,6868.95
Semi_Detached,31,T1,hybrid_bidirectional,worst,4717.52,9610.9
Semi_Detached,31,T1,hybrid_bidirectional,best,4512.35,9520.87
Semi_Detached,32,T1,safe_unidirectional,worst,4801.93,5438.44
Semi_Detached,32,T1,safe_unidirectional,best,4738.52,5438.44
Semi_Detached,32,T1,hybrid_bidirectional,worst,3711.3,7733.67
Semi_Detached,32,T1,hybrid_bidirectional,best,3661.95,7722.82
Semi_Detached,33,T1,safe_unidirectional,worst,5010.41,5646.1
Semi_Detached,33,T1,safe_unidirectional,best,4959.84,5646.1
Semi_Detached,33,T1,hybrid_bidirectional,worst,3750.53,7861.66
Semi_Detached,33,T1,hybrid_bidirectional,best,3753.04,7936.4
Semi_Detached,34,T1,safe_unidirectional,worst,5099.6,5795.1
Semi_Detached,34,T1,safe_unidirectional,best,4988.14,5795.1
Semi_Detached,34,T1,hybrid_bidirectional,worst,3920.87,8145.1
Semi_Detached,34,T1,hybrid_bidirectional,best,3704.05,8053.83
Semi_Detached,35,T1,safe_unidirectional,worst,4976.81,5724.06
Semi_Detached,35,T1,safe_unidirectional,best,4895.9,5724.06
Semi_Detached,35,T1,hybrid_bidirectional,worst,3842.36,7937.65
Semi_Detached,35,T1,hybrid_bidirectional,best,3920.81,8095.02
Semi_Detached,36,T1,safe_unidirectional,worst,5635.95,6314.59
Semi_Detached,36,T1,safe_unidirectional,best,5564.74,6314.59
Semi_Detached,36,T1,hybrid_bidirectional,worst,4377.5,8798.53
Semi_Detached,36,T1,hybrid_bidirectional,best,4318.41,8813.57
Semi_Detached,37,T1,safe_unidirectional,worst,5765.66,6407.1
Semi_Detached,37,T1,safe_unidirectional,best,5666.43,6407.1
Semi_Detached,37,T1,hybrid_bidirectional,worst,4344.08,9011.41
Semi_Detached,37,T1,hybrid_bidirectional,best,4206.87,8968.24
Semi_Detached,38,T1,safe_unidirectional,worst,5061.38,5687.42
Semi_Detached,38,T1,safe_unidirectional,best,4972.3,5687.42
Semi_Detached,38,T1,hybrid_bidirectional,worst,3883.43,7954.04
Semi_Detached,38,T1,hybrid_bidirectional,best,3695.2,7853.65
Semi_Detached,39,T1,safe_unidirectional,worst,5083.19,5696.65
Semi_Detached,39,T1,safe_unidirectional,best,4999.77,5696.65
Semi_Detached,39,T1,hybrid_bidirectional,worst,4010.03,7841.41
Semi_Detached,39,T1,hybrid_bidirectional,best,3904.89,7823.16
Semi_Detached,40,T1,safe_unidirectional,worst,5382.19,6135.69
Semi_Detached,40,T1,safe_unidirectional,best,5281.21,6135.69
Semi_Detached,40,T1,hybrid_bidirectional,worst,4046.84,8600.13
Semi_Detached,40,T1,hybrid_bidirectional,best,3904.04,8552.03
Semi_Detached,41,T1,safe_unidirectional,worst,4903.47,5433.8
Semi_Detached,41,T1,safe_unidirectional,best,4828.52,5433.8
Semi_Detached,41,T1,hybrid_bidirectional,worst,3816.62,7947.58
Semi_Detached,41,T1,hybrid_bidirectional,best,3692.63,7890.85
Semi_Detached,42,T1,safe_unidirectional,worst,4678.38,5390.85
Semi_Detached,42,T1,safe_unidirectional,best,4583.97,5390.85
Semi_Detached,42,T1,hybrid_bidirectional,worst,3575.3,7615.29
Semi_Detached,42,T1,hybrid_bidirectional,best,3298.73,7438.43
Semi_Detached,43,T1,safe_unidirectional,worst,4643.68,5209.96
Semi_Detached,43,T1,safe_unidirectional,best,4584.87,5209.96
Semi_Detached,43,T1,hybrid_bidirectional,worst,3695.93,7522.21
Semi_Detached,43,T1,hybrid_bidirectional,best,3527.94,7438.84
Semi_Detached,44,T1,safe_unidirectional,worst,5622.67,6253.61
Semi_Detached,44,T1,safe_unidirectional,best,5519.54,6253.61
Semi_Detached,44,T1,hybrid_bidirectional,worst,4220.15,8715.1
Semi_Detached,44,T1,hybrid_bidirectional,best,4095.21,8708.44
Semi_Detached,45,T1,safe_unidirectional,worst,4871.56,5447.32
Semi_Detached,45,T1,safe_unidirectional,best,4793.72,5447.32
Semi_Detached,45,T1,hybrid_bidirectional,worst,3610.56,7506.0
Semi_Detached,45,T1,hybrid_bidirectional,best,3626.23,7614.04
Semi_Detached,46,T1,safe_unidirectional,worst,5014.18,5690.83
Semi_Detached,46,T1,safe_unidirectional,best,4912.73,5690.83
Semi_Detached,46,T1,hybrid_bidirectional,worst,3811.06,7880.24
Semi_Detached,46,T1,hybrid_bidirectional,best,3642.87,7821.54
Semi_Detached,47,T1,safe_unidirectional,worst,5406.21,6042.55
Semi_Detached,47,T1,safe_unidirectional,best,5306.55,6042.55
Semi_Detached,47,T1,hybrid_bidirectional,worst,4202.93,8338.52
Semi_Detached,47,T1,hybrid_bidirectional,best,4077.27,8347.16
Semi_Detached,48,T1,safe_unidirectional,worst,5516.04,6153.93
Semi_Detached,48,T1,safe_unidirectional,best,5422.51,6153.93
Semi_Detached,48,T1,hybrid_bidirectional,worst,4298.04,8559.67
Semi_Detached,48,T1,hybrid_bidirectional,best,4207.0,8571.27
Semi_Detached,49,T1,safe_unidirectional,worst,5270.68,5875.86
Semi_Detached,49,T1,safe_unidirectional,best,5197.88,5875.86
Semi_Detached,49,T1,hybrid_bidirectional,worst,3862.71,8185.89
Semi_Detached,49,T1,hybrid_bidirectional,best,3870.31,8269.02
Semi_Detached,50,T1,safe_unidirectional,worst,5914.23,6609.23
Semi_Detached,50,T1,safe_unidirectional,best,5814.99,6609.23
Semi_Detached,50,T1,hybrid_bidirectional,worst,4217.47,8942.7
Semi_Detached,50,T1,hybrid_bidirectional,best,4104.81,8955.77
Semi_Detached,51,T1,safe_unidirectional,worst,5425.9,5996.28
Semi_Detached,51,T1,safe_unidirectional,best,5372.49,5996.28
Semi_Detached,51,T1,hybrid_bidirectional,worst,4254.02,8696.79
Semi_Detached,51,T1,hybrid_bidirectional,best,4166.42,8694.07
Semi_Detached,52,T1,safe_unidirectional,worst,4854.58,5534.15
Semi_Detached,52,T1,safe_unidirectional,best,4776.99,5534.15
Semi_Detached,52,T1,hybrid_bidirectional,worst,3595.21,7737.13
Semi_Detached,52,T1,hybrid_bidirectional,best,3361.32,7580.25
Semi_Detached,53,T1,safe_unidirectional,worst,5755.33,6416.62
Semi_Detached,53,T1,safe_unidirectional,best,5679.0,6416.62
Semi_Detached,53,T1,hybrid_bidirectional,worst,4627.19,9433.11
Semi_Detached,53,T1,hybrid_bidirectional,best,4572.74,9478.25
Semi_Detached,54,T1,safe_unidirectional,worst,5482.62,6093.77
Semi_Detached,54,T1,safe_unidirectional,best,5375.63,6093.77
Semi_Detached,54,T1,hybrid_bidirectional,worst,4298.5,8664.53
Semi_Detached,54,T1,hybrid_bidirectional,best,4169.11,8632.22
Semi_Detached,55,T1,safe_unidirectional,worst,5364.76,6036.2
Semi_Detached,55,T1,safe_unidirectional,best,5265.93,6036.2
Semi_Detached,55,T1,hybrid_bidirectional,worst,4118.86,8516.44
Semi_Detached,55,T1,hybrid_bidirectional,best,4086.58,8567.5
Semi_Detached,56,T1,safe_unidirectional,worst,4879.38,5514.83
Semi_Detached,56,T1,safe_unidirectional,best,4826.32,5514.83
Semi_Detached,56,T1,hybrid_bidirectional,worst,3675.8,7781.7
Semi_Detached,56,T1,hybrid_bidirectional,best,3532.13,7713.13
Semi_Detached,57,T1,safe_unidirectional,worst,4586.12,5203.77
Semi_Detached,57,T1,safe_unidirectional,best,4507.56,5203.77
Semi_Detached,57,T1,hybrid_bidirectional,worst,3411.22,7122.84
Semi_Detached,57,T1,hybrid_bidirectional,best,3352.79,7174.39
Semi_Detached,58,T1,safe_unidirectional,worst,5446.12,6171.41
Semi_Detached,58,T1,safe_unidirectional,best,5373.6,6171.41
Semi_Detached,58,T1,hybrid_bidirectional,worst,4171.18,8649.17
Semi_Detached,58,T1,hybrid_bidirectional,best,4081.62,8644.49
Semi_Detached,59,T1,safe_unidirectional,worst,4323.14,4877.94
Semi_Detached,59,T1,safe_unidirectional,best,4262.68,4877.94
Semi_Detached,59,T1,hybrid_bidirectional,worst,3183.94,6725.23
Semi_Detached,59,T1,hybrid_bidirectional,best,3060.07,6650.24
Semi_Detached,1,T1,safe_unidirectional,worst,4850.84,5446.29
Semi_Detached,1,T1,safe_unidirectional,best,4774.04,5446.29
Semi_Detached,1,T1,hybrid_bidirectional,worst,3588.91,7484.99
Semi_Detached,1,T1,hybrid_bidirectional,best,3499.79,7491.4
Semi_Detached,2,T1,safe_unidirectional,worst,5721.56,6410.05
Semi_Detached,2,T1,safe_unidirectional,best,5648.74,6410.05
Semi_Detached,2,T1,hybrid_bidirectional,worst,4468.72,9246.47
Semi_Detached,2,T1,hybrid_bidirectional,best,4265.58,9127.58
Semi_Detached,3,T1,safe_unidirectional,worst,4464.78,5051.34
Semi_Detached,3,T1,safe_unidirectional,best,4405.44,5051.34
Semi_Detached,3,T1,hybrid_bidirectional,worst,3327.51,7174.89
Semi_Detached,3,T1,hybrid_bidirectional,best,3312.22,7211.89
Semi_Detached,4,T1,safe_unidirectional,worst,5052.48,5699.57
Semi_Detached,4,T1,safe_unidirectional,best,4959.15,5699.57
Semi_Detached,4,T1,hybrid_bidirectional,worst,3930.9,7933.63
Semi_Detached,4,T1,hybrid_bidirectional,best,3848.82,7980.99
Semi_Detached,5,T1,safe_unidirectional,worst,5050.32,5652.69
Semi_Detached,5,T1,safe_unidirectional,best,4956.82,5652.69
Semi_Detached,5,T1,hybrid_bidirectional,worst,3996.13,8064.6
Semi_Detached,5,T1,hybrid_bidirectional,best,3913.44,8069.78
Semi_Detached,6,T1,safe_unidirectional,worst,5010.01,5659.58
Semi_Detached,6,T1,safe_unidirectional,best,4938.4,5659.58
Semi_Detached,6,T1,hybrid_bidirectional,worst,4064.37,8073.21
Semi_Detached,6,T1,hybrid_bidirectional,best,3903.1,8000.69
Semi_Detached,7,T1,safe_unidirectional,worst,5603.43,6229.18
Semi_Detached,7,T1,safe_unidirectional,best,5527.54,6229.18
Semi_Detached,7,T1,hybrid_bidirectional,worst,4166.02,8814.0
Semi_Detached,7,T1,hybrid_bidirectional,best,4201.32,8913.16
Semi_Detached,8,T1,safe_unidirectional,worst,4647.48,5209.81
Semi_Detached,8,T1,safe_unidirectional,best,4580.79,5209.81
Semi_Detached,8,T1,hybrid_bidirectional,worst,3734.92,7643.91
Semi_Detached,8,T1,hybrid_bidirectional,best,3637.2,7626.89
Semi_Detached,9,T1,safe_unidirectional,worst,5380.58,5977.31
Semi_Detached,9,T1,safe_unidirectional,best,5290.4,5977.31
Semi_Detached,9,T1,hybrid_bidirectional,worst,3984.36,8133.67
Semi_Detached,9,T1,hybrid_bidirectional,best,3969.56,8211.37
Semi_Detached,10,T1,safe_unidirectional,worst,4946.28,5591.63
Semi_Detached,10,T1,safe_unidirectional,best,4881.5,5591.63
Semi_Detached,10,T1,hybrid_bidirectional,worst,3638.99,7692.0
Semi_Detached,10,T1,hybrid_bidirectional,best,3553.38,7692.74
Semi_Detached,11,T1,safe_unidirectional,worst,5394.79,6100.03
Semi_Detached,11,T1,safe_unidirectional,best,5313.36,6100.03
Semi_Detached,11,T1,hybrid_bidirectional,worst,4208.25,8362.21
Semi_Detached,11,T1,hybrid_bidirectional,best,4107.42,8350.86
Semi_Detached,12,T1,safe_unidirectional,worst,5390.31,6072.53
Semi_Detached,12,T1,safe_unidirectional,best,5294.84,6072.53
Semi_Detached,12,T1,hybrid_bidirectional,worst,4060.24,8462.73
Semi_Detached,12,T1,hybrid_bidirectional,best,3940.42,8456.32
Semi_Detached,13,T1,safe_unidirectional,worst,4419.08,4938.54
Semi_Detached,13,T1,safe_unidirectional,best,4343.45,4938.54
Semi_Detached,13,T1,hybrid_bidirectional,worst,3589.9,7107.23
Semi_Detached,13,T1,hybrid_bidirectional,best,3471.95,7072.7
Semi_Detached,14,T1,safe_unidirectional,worst,5132.45,5673.56
Semi_Detached,14,T1,safe_unidirectional,best,5049.22,5673.56
Semi_Detached,14,T1,hybrid_bidirectional,worst,3851.2,8070.42
Semi_Detached,14,T1,hybrid_bidirectional,best,3659.47,7973.72
Semi_Detached,15,T1,safe_unidirectional,worst,4702.69,5261.09
Semi_Detached,15,T1,safe_unidirectional,best,4646.63,5261.09
Semi_Detached,15,T1,hybrid_bidirectional,worst,3686.04,7469.25
Semi_Detached,15,T1,hybrid_bidirectional,best,3658.63,7501.31
Semi_Detached,16,T1,safe_unidirectional,worst,5402.09,5936.39
Semi_Detached,16,T1,safe_unidirectional,best,5338.78,5936.39
Semi_Detached,16,T1,hybrid_bidirectional,worst,4170.81,8347.31
Semi_Detached,16,T1,hybrid_bidirectional,best,4031.75,8278.98
Semi_Detached,17,T1,safe_unidirectional,worst,5509.24,6128.61
Semi_Detached,17,T1,safe_unidirectional,best,5429.12,6128.61
Semi_Detached,17,T1,hybrid_bidirectional,worst,4391.01,8906.57
Semi_Detached,17,T1,hybrid_bidirectional,best,4240.87,8889.31
Semi_Detached,18,T1,safe_unidirectional,worst,5591.37,6275.9
Semi_Detached,18,T1,safe_unidirectional,best,5516.86,6275.9
Semi_Detached,18,T1,hybrid_bidirectional,worst,4319.5,8673.99
Semi_Detached,18,T1,hybrid_bidirectional,best,4290.41,8709.02
Semi_Detached,19,T1,safe_unidirectional,worst,4192.92,4857.61
Semi_Detached,19,T1,safe_unidirectional,best,4118.68,4857.61
Semi_Detached,19,T1,hybrid_bidirectional,worst,3267.4,6846.24
Semi_Detached,19,T1,hybrid_bidirectional,best,3186.9,6841.3
Semi_Detached,20,T1,safe_unidirectional,worst,5391.59,6148.8
Semi_Detached,20,T1,safe_unidirectional,best,5278.87,6148.8
Semi_Detached,20,T1,hybrid_bidirectional,worst,3932.25,8451.18
Semi_Detached,20,T1,hybrid_bidirectional,best,3739.26,8407.03
Semi_Detached,21,T1,safe_unidirectional,worst,5024.91,5730.56
Semi_Detached,21,T1,safe_unidirectional,best,4960.29,5730.56
Semi_Detached,21,T1,hybrid_bidirectional,worst,3720.31,7924.91
Semi_Detached,21,T1,hybrid_bidirectional,best,3722.76,8021.11
Semi_Detached,22,T1,safe_unidirectional,worst,4455.71,4985.24
Semi_Detached,22,T1,safe_unidirectional,best,4390.67,4985.24
Semi_Detached,22,T1,hybrid_bidirectional,worst,3374.37,6910.72
Semi_Detached,22,T1,hybrid_bidirectional,best,3258.04,6886.3
Semi_Detached,23,T1,safe_unidirectional,worst,5859.75,6639.07
Semi_Detached,23,T1,safe_unidirectional,best,5763.47,6639.07
Semi_Detached,23,T1,hybrid_bidirectional,worst,4400.1,9364.98
Semi_Detached,23,T1,hybrid_bidirectional,best,4397.33,9454.27
Semi_Detached,24,T1,safe_unidirectional,worst,4968.27,5645.78
Semi_Detached,24,T1,safe_unidirectional,best,4874.62,5645.78
Semi_Detached,24,T1,hybrid_bidirectional,worst,3807.85,8008.36
Semi_Detached,24,T1,hybrid_bidirectional,best,3754.04,8019.7
Semi_Detached,25,T1,safe_unidirectional,worst,4703.29,5365.46
Semi_Detached,25,T1,safe_unidirectional,best,4621.46,5365.46
Semi_Detached,25,T1,hybrid_bidirectional,worst,3619.33,7614.08
Semi_Detached,25,T1,hybrid_bidirectional,best,3511.59,7603.96
Semi_Detached,26,T1,safe_unidirectional,worst,4951.5,5558.89
Semi_Detached,26,T1,safe_unidirectional,best,4866.85,5558.89
Semi_Detached,26,T1,hybrid_bidirectional,worst,3893.22,7970.3
Semi_Detached,26,T1,hybrid_bidirectional,best,3576.08,7764.33
Semi_Detached,27,T1,safe_unidirectional,worst,4750.52,5400.57
Semi_Detached,27,T1,safe_unidirectional,best,4672.61,5400.57
Semi_Detached,27,T1,hybrid_bidirectional,worst,3668.73,7581.35
Semi_Detached,27,T1,hybrid_bidirectional,best,3483.53,7495.02
Semi_Detached,28,T1,safe_unidirectional,worst,6774.38,7494.71
Semi_Detached,28,T1,safe_unidirectional,best,6657.67,7494.71
Semi_Detached,28,T1,hybrid_bidirectional,worst,5168.54,10036.4
Semi_Detached,28,T1,hybrid_bidirectional,best,5081.88,10102.2
Semi_Detached,29,T1,safe_unidirectional,worst,5317.91,5955.09
Semi_Detached,29,T1,safe_unidirectional,best,5233.63,5955.09
Semi_Detached,29,T1,hybrid_bidirectional,worst,3914.1,8184.46
Semi_Detached,29,T1,hybrid_bidirectional,best,3753.03,8129.95
Semi_Detached,30,T1,safe_unidirectional,worst,5198.09,5858.05
Semi_Detached,30,T1,safe_unidirectional,best,5110.06,5858.05
Semi_Detached,30,T1,hybrid_bidirectional,worst,3968.44,8097.05
Semi_Detached,30,T1,hybrid_bidirectional,best,3873.97,8098.03
Semi_Detached,31,T1,safe_unidirectional,worst,4870.43,5550.21
Semi_Detached,31,T1,safe_unidirectional,best,4793.49,5550.21
Semi_Detached,31,T1,hybrid_bidirectional,worst,3734.71,7631.58
Semi_Detached,31,T1,hybrid_bidirectional,best,3600.47,7608.64
Semi_Detached,32,T1,safe_unidirectional,worst,5668.32,6274.03
Semi_Detached,32,T1,safe_unidirectional,best,5578.33,6274.03
Semi_Detached,32,T1,hybrid_bidirectional,worst,4227.59,8740.45
Semi_Detached,32,T1,hybrid_bidirectional,best,4120.29,8737.73
Semi_Detached,33,T1,safe_unidirectional,worst,5130.12,5795.49
Semi_Detached,33,T1,safe_unidirectional,best,5038.01,5795.49
Semi_Detached,33,T1,hybrid_bidirectional,worst,4110.15,8284.11
Semi_Detached,33,T1,hybrid_bidirectional,best,3984.92,8264.38
Semi_Detached,34,T1,safe_unidirectional,worst,5089.38,5783.32
Semi_Detached,34,T1,safe_unidirectional,best,4968.82,5783.32
Semi_Detached,34,T1,hybrid_bidirectional,worst,3513.93,7757.39
Semi_Detached,34,T1,hybrid_bidirectional,best,3435.75,7794.64
Semi_Detached,35,T1,safe_unidirectional,worst,5359.28,6033.0
Semi_Detached,35,T1,safe_unidirectional,best,5285.67,6033.0
Semi_Detached,35,T1,hybrid_bidirectional,worst,4073.76,8503.61
Semi_Detached,35,T1,hybrid_bidirectional,best,3986.77,8502.13
Semi_Detached,36,T1,safe_unidirectional,worst,4630.03,5276.12
Semi_Detached,36,T1,safe_unidirectional,best,4563.48,5276.12
Semi_Detached,36,T1,hybrid_bidirectional,worst,3671.28,7481.82
Semi_Detached,36,T1,hybrid_bidirectional,best,3472.7,7382.16
Semi_Detached,37,T1,safe_unidirectional,worst,5359.22,6027.08
Semi_Detached,37,T1,safe_unidirectional,best,5282.38,6027.08
Semi_Detached,37,T1,hybrid_bidirectional,worst,4038.15,8473.77
Semi_Detached,37,T1,hybrid_bidirectional,best,3936.98,8465.88
Semi_Detached,38,T1,safe_unidirectional,worst,5285.8,5904.81
Semi_Detached,38,T1,safe_unidirectional,best,5190.69,5904.81
Semi_Detached,38,T1,hybrid_bidirectional,worst,4208.93,8465.21
Semi_Detached,38,T1,hybrid_bidirectional,best,3946.85,8353.71
Semi_Detached,39,T1,safe_unidirectional,worst,4792.35,5424.33
Semi_Detached,39,T1,safe_unidirectional,best,4719.96,5424.33
Semi_Detached,39,T1,hybrid_bidirectional,worst,3611.64,7694.16
Semi_Detached,39,T1,hybrid_bidirectional,best,3652.72,7785.18
Semi_Detached,40,T1,safe_unidirectional,worst,4978.74,5638.98
Semi_Detached,40,T1,safe_unidirectional,best,4900.27,5638.98
Semi_Detached,40,T1,hybrid_bidirectional,worst,3760.85,7512.66
Semi_Detached,40,T1,hybrid_bidirectional,best,3788.72,7630.81
Semi_Detached,41,T1,safe_unidirectional,worst,5731.52,6658.05
Semi_Detached,41,T1,safe_unidirectional,best,5611.22,6658.05
Semi_Detached,41,T1,hybrid_bidirectional,worst,4366.48,9292.45
Semi_Detached,41,T1,hybrid_bidirectional,best,4221.15,9279.13
Terraced,1,T1,safe_unidirectional,worst,4195.15,4718.29
Terraced,1,T1,safe_unidirectional,best,4129.0,4718.29
Terraced,1,T1,hybrid_bidirectional,worst,3148.78,6509.09
Terraced,1,T1,hybrid_bidirectional,best,3070.73,6510.57
Terraced,2,T1,safe_unidirectional,worst,4311.63,4846.3
Terraced,2,T1,safe_unidirectional,best,4237.05,4846.3
Terraced,2,T1,hybrid_bidirectional,worst,3286.44,6766.35
Terraced,2,T1,hybrid_bidirectional,best,3209.02,6771.78
Terraced,3,T1,safe_unidirectional,worst,4659.49,5351.15
Terraced,3,T1,safe_unidirectional,best,4556.54,5351.15
Terraced,3,T1,hybrid_bidirectional,worst,3680.19,7620.24
Terraced,3,T1,hybrid_bidirectional,best,3484.53,7544.51
Terraced,4,T1,safe_unidirectional,worst,4959.88,5530.0
Terraced,4,T1,safe_unidirectional,best,4877.67,5530.0
Terraced,4,T1,hybrid_bidirectional,worst,3694.53,7892.82
Terraced,4,T1,hybrid_bidirectional,best,3557.57,7842.99
Terraced,5,T1,safe_unidirectional,worst,4505.87,5109.54
Terraced,5,T1,safe_unidirectional,best,4454.59,5109.54
Terraced,5,T1,hybrid_bidirectional,worst,3604.98,7338.17
Terraced,5,T1,hybrid_bidirectional,best,3520.97,7296.49
Terraced,6,T1,safe_unidirectional,worst,4753.25,5361.38
Terraced,6,T1,safe_unidirectional,best,4635.39,5361.38
Terraced,6,T1,hybrid_bidirectional,worst,3746.43,7308.56
Terraced,6,T1,hybrid_bidirectional,best,3651.8,7309.8
Terraced,7,T1,safe_unidirectional,worst,4388.43,5000.05
Terraced,7,T1,safe_unidirectional,best,4321.11,5000.05
Terraced,7,T1,hybrid_bidirectional,worst,3433.91,6969.93
Terraced,7,T1,hybrid_bidirectional,best,3270.31,6884.83
