House number,WFH Type,Operation,Solar,Battery,PV,Cost
18,T3,hybrid_bidirectional,worst,3.625,1.07143,3990.0
18,T3,hybrid_bidirectional,best,2.0625,0.942857,2970.0
19,T1,safe_unidirectional,worst,23.5,2.05714,15600.0
19,T1,safe_unidirectional,best,16.625,1.45714,11040.0
19,T1,hybrid_bidirectional,worst,11.875,1.88571,9660.0
19,T1,hybrid_bidirectional,best,8.6875,1.45714,7230.0
19,T2,safe_unidirectional,worst,17.4375,1.45714,11430.0
19,T2,safe_unidirectional,best,12.375,1.32857,8730.0
19,T2,hybrid_bidirectional,worst,5.6875,1.32857,5520.0
19,T3,safe_unidirectional,worst,14.0625,1.15714,9180.0
19,T3,safe_unidirectional,best,10.6875,0.942857,7110.0
19,T3,hybrid_bidirectional,worst,5.0625,0.942857,4410.0
20,T1,safe_unidirectional,best,16.5625,1.45714,11010.0
20,T1,hybrid_bidirectional,worst,12.5625,1.88571,9990.0
20,T1,hybrid_bidirectional,best,9.25,1.32857,7230.0
20,T2,safe_unidirectional,worst,16.375,1.62857,11280.0
20,T2,safe_unidirectional,best,13.4375,1.07143,8700.0
20,T2,hybrid_bidirectional,worst,6.375,1.11429,5400.0
20,T2,hybrid_bidirectional,best,4.25,0.9,3930.0
20,T3,safe_unidirectional,worst,14.125,1.07143,9030.0
20,T3,safe_unidirectional,best,10.5625,0.942857,7050.0
20,T3,hybrid_bidirectional,worst,5.875,0.771429,4440.0
20,T3,hybrid_bidirectional,best,3.5625,0.642857,3060.0
21,T1,safe_unidirectional,worst,23.1875,1.88571,15090.0
21,T1,safe_unidirectional,best,16.625,1.62857,11400.0
21,T1,hybrid_bidirectional,worst,14.0625,1.75714,10440.0
21,T2,safe_unidirectional,worst,17.625,1.5,11610.0
21,T2,safe_unidirectional,best,13.75,1.15714,9030.0
21,T2,hybrid_bidirectional,worst,6.3125,1.2,5550.0
21,T2,hybrid_bidirectional,best,4.1875,0.942857,3990.0
21,T3,safe_unidirectional,worst,14.6875,1.2,9570.0
21,T3,safe_unidirectional,best,10.9375,0.985714,7320.0
21,T3,hybrid_bidirectional,worst,5.25,0.942857,4500.0
21,T3,hybrid_bidirectional,best,3.3125,0.771429,3210.0
22,T1,safe_unidirectional,worst,22.4375,2.14286,15270.0
22,T1,hybrid_bidirectional,worst,12.6875,1.88571,10050.0
22,T1,hybrid_bidirectional,best,9.6875,1.5,7800.0
22,T2,safe_unidirectional,worst,16.75,1.8,11820.0
22,T2,safe_unidirectional,best,12.5,1.45714,9060.0
22,T2,hybrid_bidirectional,worst,5.9375,1.32857,5640.0
22,T2,hybrid_bidirectional,best,4.0625,1.07143,4200.0
22,T3,safe_unidirectional,worst,13.875,1.45714,9720.0
22,T3,hybrid_bidirectional,worst,4.9375,1.11429,4710.0
22,T3,hybrid_bidirectional,best,3.125,0.942857,3480.0
23,T1,safe_unidirectional,worst,22.1875,2.18571,15240.0
23,T1,safe_unidirectional,best,16.8125,1.67143,11580.0
23,T1,hybrid_bidirectional,worst,15.0625,1.62857,10650.0
23,T1,hybrid_bidirectional,best,10.5,1.32857,7830.0
23,T2,safe_unidirectional,worst,17.25,1.62857,11700.0
23,T2,hybrid_bidirectional,worst,6.6875,1.2,5730.0
23,T2,hybrid_bidirectional,best,4.5,0.942857,4140.0
23,T3,safe_unidirectional,worst,14.5625,1.15714,9420.0
23,T3,safe_unidirectional,best,10.375,1.07143,7230.0
23,T3,hybrid_bidirectional,worst,5.375,0.942857,4560.0
23,T3,hybrid_bidirectional,best,3.5,0.771429,3300.0
24,T1,safe_unidirectional,worst,18.8125,2.44286,14160.0
24,T1,safe_unidirectional,best,14.6875,1.88571,11010.0
24,T1,hybrid_bidirectional,worst,12.875,1.88571,10140.0
24,T1,hybrid_bidirectional,best,9.5625,1.45714,7650.0
24,T2,safe_unidirectional,worst,14.9375,1.97143,11310.0
24,T2,safe_unidirectional,best,11.25,1.62857,8820.0
24,T2,hybrid_bidirectional,best,3.75,1.07143,4050.0
24,T3,safe_unidirectional,worst,12.6875,1.5,9240.0
24,T3,safe_unidirectional,best,9.0625,1.24286,6960.0
24,T3,hybrid_bidirectional,worst,4.5625,1.2,4710.0
24,T3,hybrid_bidirectional,best,2.75,1.07143,3570.0
25,T1,safe_unidirectional,worst,24.25,2.4,16680.0
25,T1,safe_unidirectional,best,18.5,1.62857,12300.0
25,T1,hybrid_bidirectional,worst,12.25,1.84286,9750.0
25,T1,hybrid_bidirectional,best,8.625,1.45714,7200.0
25,T2,safe_unidirectional,worst,18.5625,1.88571,12870.0
25,T2,safe_unidirectional,best,14.375,1.45714,9960.0
25,T2,hybrid_bidirectional,worst,6.625,1.28571,5880.0
25,T2,hybrid_bidirectional,best,4.25,1.07143,4290.0
25,T3,safe_unidirectional,worst,15.5,1.5,10590.0
25,T3,safe_unidirectional,best,12.125,1.2,8340.0
25,T3,hybrid_bidirectional,best,4.625,0.771429,3840.0
26,T1,safe_unidirectional,worst,22.5625,2.1,15240.0
26,T1,safe_unidirectional,best,17.5,1.45714,11460.0
26,T2,safe_unidirectional,worst,17.5,1.62857,11820.0
26,T2,safe_unidirectional,best,13.75,1.2,9120.0
26,T2,hybrid_bidirectional,worst,6.5,1.2,5640.0
26,T2,hybrid_bidirectional,best,4.4375,0.942857,4110.0
26,T3,safe_unidirectional,worst,14.9375,1.2,9690.0
26,T3,safe_unidirectional,best,11.5,0.9,7410.0
26,T3,hybrid_bidirectional,worst,5.875,0.814286,4530.0
26,T3,hybrid_bidirectional,best,3.625,0.642857,3090.0
27,T1,safe_unidirectional,worst,19.25,2.22857,13920.0
27,T1,safe_unidirectional,best,15.3125,1.75714,11040.0
27,T1,hybrid_bidirectional,worst,11.6875,1.88571,9570.0
27,T1,hybrid_bidirectional,best,8.9375,1.37143,7170.0
27,T2,safe_unidirectional,worst,16.0625,1.58571,11040.0
27,T2,safe_unidirectional,best,12.9375,1.2,8730.0
27,T2,hybrid_bidirectional,worst,5.5,1.32857,5430.0
27,T2,hybrid_bidirectional,best,3.875,0.942857,3840.0
27,T3,safe_unidirectional,worst,12.25,1.45714,8940.0
27,T3,safe_unidirectional,best,9.1875,1.15714,6840.0
27,T3,hybrid_bidirectional,worst,4.75,0.985714,4350.0
27,T3,hybrid_bidirectional,best,3.1875,0.771429,3150.0
28,T1,safe_unidirectional,worst,18.5625,1.97143,13050.0
28,T1,safe_unidirectional,best,15.3125,1.45714,10410.0
28,T1,hybrid_bidirectional,worst,12.3125,1.75714,9600.0
28,T1,hybrid_bidirectional,best,9.1875,1.32857,7200.0
28,T2,safe_unidirectional,worst,15.125,1.45714,10320.0
28,T2,safe_unidirectional,best,12.0625,1.07143,8040.0
28,T2,hybrid_bidirectional,worst,5.4375,1.2,5130.0
28,T2,hybrid_bidirectional,best,3.75,0.9,3690.0
28,T3,safe_unidirectional,worst,12.1875,1.07143,8100.0
28,T3,safe_unidirectional,best,9.6875,0.857143,6450.0
28,T3,hybrid_bidirectional,worst,4.4375,0.771429,3750.0
28,T3,hybrid_bidirectional,best,2.6875,0.642857,2640.0
29,T1,safe_unidirectional,worst,20.3125,2.18571,14340.0
29,T1,safe_unidirectional,best,15.1875,1.71429,10890.0
29,T1,hybrid_bidirectional,worst,12.25,2.01429,10110.0
29,T1,hybrid_bidirectional,best,9.6875,1.5,7800.0
29,T2,safe_unidirectional,worst,16.1875,1.58571,11100.0
29,T2,hybrid_bidirectional,best,3.5,1.07143,3930.0
29,T3,safe_unidirectional,worst,12.4375,1.45714,9030.0
29,T3,safe_unidirectional,best,9.25,1.15714,6870.0
29,T3,hybrid_bidirectional,worst,4.625,1.02857,4380.0
29,T3,hybrid_bidirectional,best,3.4375,0.771429,3270.0
30,T1,safe_unidirectional,worst,18.5625,2.01429,13140.0
30,T1,safe_unidirectional,best,14.8125,1.5,10260.0
30,T1,hybrid_bidirectional,worst,11.9375,1.88571,9690.0
30,T1,hybrid_bidirectional,best,9.125,1.41429,7350.0
30,T2,safe_unidirectional,worst,13.6875,1.75714,10260.0
30,T2,hybrid_bidirectional,worst,5.5625,1.2,5190.0
30,T2,hybrid_bidirectional,best,3.75,0.985714,3870.0
30,T3,safe_unidirectional,best,8.6875,0.942857,6150.0
30,T3,hybrid_bidirectional,worst,4.3125,0.814286,3780.0
30,T3,hybrid_bidirectional,best,2.625,0.642857,2610.0
31,T1,safe_unidirectional,worst,19.1875,2.14286,13710.0
31,T1,safe_unidirectional,best,14.1875,1.75714,10500.0
31,T1,hybrid_bidirectional,worst,13.25,1.88571,10320.0
31,T1,hybrid_bidirectional,best,9.875,1.54286,7980.0
31,T2,safe_unidirectional,worst,14.375,1.75714,10590.0
31,T2,safe_unidirectional,best,10.875,1.37143,8100.0
31,T2,hybrid_bidirectional,worst,5.3125,1.32857,5340.0
31,T2,hybrid_bidirectional,best,3.375,1.07143,3870.0
31,T3,safe_unidirectional,worst,11.75,1.32857,8430.0
31,T3,safe_unidirectional,best,8.625,1.07143,6390.0
31,T3,hybrid_bidirectional,worst,3.8125,1.07143,4080.0
31,T3,hybrid_bidirectional,best,2.8125,0.771429,2970.0
32,T1,safe_unidirectional,worst,21.5625,3.3,17280.0
32,T1,safe_unidirectional,best,16.625,1.75714,11670.0
32,T1,hybrid_bidirectional,worst,13.125,1.75714,9990.0
32,T1,hybrid_bidirectional,best,9.3125,1.41429,7440.0
32,T2,safe_unidirectional,worst,16.875,1.75714,11790.0
32,T2,safe_unidirectional,best,12.9375,1.45714,9270.0
32,T2,hybrid_bidirectional,worst,5.9375,1.32857,5640.0
32,T2,hybrid_bidirectional,best,4.4375,0.942857,4110.0
32,T3,safe_unidirectional,worst,14.3125,1.41429,9840.0
32,T3,hybrid_bidirectional,worst,5.25,1.11429,4860.0
32,T3,hybrid_bidirectional,best,3.9375,0.771429,3510.0
33,T1,safe_unidirectional,worst,20.125,2.31429,14520.0
33,T1,safe_unidirectional,best,15.9375,1.75714,11340.0
33,T1,hybrid_bidirectional,worst,13.4375,1.97143,10590.0
33,T1,hybrid_bidirectional,best,10.4375,1.45714,8070.0
33,T2,safe_unidirectional,worst,16.125,1.88571,11700.0
33,T2,safe_unidirectional,best,12.5,1.45714,9060.0
33,T2,hybrid_bidirectional,best,4.3125,0.942857,4050.0
33,T3,safe_unidirectional,worst,13.75,1.41429,9570.0
33,T3,safe_unidirectional,best,10.25,1.11429,7260.0
33,T3,hybrid_bidirectional,worst,4.375,1.2,4620.0
33,T3,hybrid_bidirectional,best,3.5,0.771429,3300.0
34,T1,safe_unidirectional,best,16.3125,1.92857,11880.0
34,T1,hybrid_bidirectional,worst,12.5625,1.88571,9990.0
34,T1,hybrid_bidirectional,best,9.75,1.41429,7650.0
34,T2,safe_unidirectional,worst,17.875,1.67143,12090.0
34,T2,safe_unidirectional,best,13.8125,1.5,9780.0
34,T2,hybrid_bidirectional,best,4.375,1.07143,4350.0
34,T3,safe_unidirectional,worst,13.5625,1.62857,9930.0
34,T3,safe_unidirectional,best,11.5625,1.07143,7800.0
34,T3,hybrid_bidirectional,worst,5.5,1.07143,4890.0
34,T3,hybrid_bidirectional,best,3.9375,0.771429,3510.0
35,T1,safe_unidirectional,worst,19.9375,2.1,13980.0
35,T1,safe_unidirectional,best,14.875,1.75714,10830.0
35,T1,hybrid_bidirectional,worst,12.8125,1.88571,10110.0
35,T1,hybrid_bidirectional,best,8.8125,1.45714,7290.0
35,T2,safe_unidirectional,worst,15.9375,1.62857,11070.0
35,T2,safe_unidirectional,best,11.75,1.28571,8340.0
35,T2,hybrid_bidirectional,worst,5.5625,1.28571,5370.0
35,T2,hybrid_bidirectional,best,3.8125,0.942857,3810.0
35,T3,safe_unidirectional,worst,12.25,1.45714,8940.0
35,T3,safe_unidirectional,best,9.4375,1.07143,6780.0
35,T3,hybrid_bidirectional,worst,4.75,0.942857,4260.0
35,T3,hybrid_bidirectional,best,3.1875,0.771429,3150.0
36,T1,safe_unidirectional,worst,19.125,2.27143,13950.0
36,T1,safe_unidirectional,best,14.5,1.75714,10650.0
36,T1,hybrid_bidirectional,worst,11.25,1.88571,9360.0
36,T1,hybrid_bidirectional,best,9.0625,1.37143,7230.0
36,T2,safe_unidirectional,worst,14.0625,1.88571,10710.0
36,T2,safe_unidirectional,best,11.5,1.32857,8310.0
36,T2,hybrid_bidirectional,worst,5.8125,1.32857,5580.0
36,T2,hybrid_bidirectional,best,3.6875,1.07143,4020.0
36,T3,safe_unidirectional,worst,12.1875,1.37143,8730.0
36,T3,safe_unidirectional,best,8.6875,1.2,6690.0
36,T3,hybrid_bidirectional,worst,4.5,1.07143,4410.0
36,T3,hybrid_bidirectional,best,2.875,0.814286,3090.0
37,T1,safe_unidirectional,worst,20.25,2.31429,14580.0
37,T1,safe_unidirectional,best,14.5625,1.92857,11040.0
37,T1,hybrid_bidirectional,worst,13.125,1.88571,10260.0
37,T1,hybrid_bidirectional,best,9.8125,1.41429,7680.0
37,T2,safe_unidirectional,worst,15.5625,1.88571,11430.0
37,T2,safe_unidirectional,best,11.75,1.45714,8700.0
37,T2,hybrid_bidirectional,worst,5.875,1.28571,5520.0
37,T2,hybrid_bidirectional,best,3.6875,1.07143,4020.0
37,T3,safe_unidirectional,worst,12.5,1.54286,9240.0
37,T3,safe_unidirectional,best,9.25,1.2,6960.0
37,T3,hybrid_bidirectional,worst,4.1875,1.2,4530.0
37,T3,hybrid_bidirectional,best,2.5625,0.985714,3300.0
38,T1,safe_unidirectional,worst,22.6875,2.74286,16650.0
38,T1,safe_unidirectional,best,17.3125,1.71429,11910.0
38,T1,hybrid_bidirectional,worst,13.5,1.88571,10440.0
38,T1,hybrid_bidirectional,best,8.875,1.45714,7320.0
38,T2,safe_unidirectional,worst,17.8125,1.62857,11970.0
38,T2,safe_unidirectional,best,14.3125,1.28571,9570.0
38,T2,hybrid_bidirectional,worst,6.125,1.37143,5820.0
38,T2,hybrid_bidirectional,best,4.3125,0.942857,4050.0
38,T3,safe_unidirectional,worst,15.5,1.32857,10230.0
38,T3,safe_unidirectional,best,11.8125,1.07143,7920.0
38,T3,hybrid_bidirectional,worst,5.6875,0.985714,4800.0
38,T3,hybrid_bidirectional,best,3.8125,0.771429,3450.0
39,T1,safe_unidirectional,worst,22.3125,2.22857,15390.0
39,T1,safe_unidirectional,best,15.6875,1.75714,11220.0
39,T1,hybrid_bidirectional,worst,11.8125,1.88571,9630.0
39,T1,hybrid_bidirectional,best,8.5625,1.37143,6990.0
39,T2,safe_unidirectional,worst,17.25,1.62857,11700.0
39,T2,safe_unidirectional,best,12.625,1.45714,9120.0
39,T2,hybrid_bidirectional,worst,5.75,1.32857,5550.0
39,T2,hybrid_bidirectional,best,3.9375,1.07143,4140.0
39,T3,safe_unidirectional,worst,14.4375,1.32857,9720.0
39,T3,safe_unidirectional,best,10.6875,1.07143,7380.0
39,T3,hybrid_bidirectional,worst,5.125,1.07143,4710.0
39,T3,hybrid_bidirectional,best,3.4375,0.814286,3360.0
40,T1,safe_unidirectional,worst,20.1875,2.01429,13920.0
40,T1,safe_unidirectional,best,16.125,1.62857,11160.0
40,T1,hybrid_bidirectional,worst,12.5625,1.88571,9990.0
40,T1,hybrid_bidirectional,best,9.625,1.45714,7680.0
40,T2,safe_unidirectional,worst,16.1875,1.62857,11190.0
40,T2,safe_unidirectional,best,12.375,1.32857,8730.0
40,T2,hybrid_bidirectional,worst,5.8125,1.32857,5580.0
40,T2,hybrid_bidirectional,best,3.8125,1.07143,4080.0
40,T3,safe_unidirectional,worst,13.125,1.32857,9090.0
40,T3,safe_unidirectional,best,9.4375,1.2,7050.0
40,T3,hybrid_bidirectional,worst,4.75,1.07143,4530.0
40,T3,hybrid_bidirectional,best,3.1875,0.771429,3150.0
41,T1,safe_unidirectional,worst,18.5,2.22857,13560.0
41,T1,safe_unidirectional,best,14.3125,1.75714,10560.0
41,T1,hybrid_bidirectional,worst,13.625,1.75714,10230.0
41,T2,safe_unidirectional,worst,14.875,1.75714,10830.0
41,T2,safe_unidirectional,best,10.625,1.41429,8070.0
41,T2,hybrid_bidirectional,worst,6.25,1.2,5520.0
41,T2,hybrid_bidirectional,best,4.1875,0.942857,3990.0
41,T3,safe_unidirectional,best,8.8125,1.07143,6480.0
41,T3,hybrid_bidirectional,worst,4.375,0.942857,4080.0
41,T3,hybrid_bidirectional,best,2.5625,0.771429,2850.0
