House number,WFH Type,Operation,Solar,Battery,PV,Cost
39,T2,hybrid_bidirectional,worst,6.125,1.28571,5640.0
39,T2,hybrid_bidirectional,best,4.125,0.942857,3960.0
39,T3,safe_unidirectional,worst,13.6875,1.45714,9630.0
39,T3,safe_unidirectional,best,9.9375,1.2,7290.0
39,T3,hybrid_bidirectional,worst,4.8125,1.15714,4740.0
39,T3,hybrid_bidirectional,best,3.75,0.771429,3420.0
40,T1,safe_unidirectional,worst,22.6875,2.27143,15660.0
40,T1,safe_unidirectional,best,16.0625,1.75714,11400.0
40,T1,hybrid_bidirectional,worst,13.375,1.88571,10380.0
40,T1,hybrid_bidirectional,best,9.5,1.62857,7980.0
40,T2,safe_unidirectional,worst,16.75,1.75714,11730.0
40,T2,safe_unidirectional,best,12.5625,1.41429,9000.0
40,T2,hybrid_bidirectional,worst,5.8125,1.32857,5580.0
40,T2,hybrid_bidirectional,best,4.3125,0.942857,4050.0
40,T3,safe_unidirectional,worst,13.8125,1.41429,9600.0
40,T3,safe_unidirectional,best,10.5,1.07143,7290.0
40,T3,hybrid_bidirectional,worst,5.5,0.942857,4620.0
40,T3,hybrid_bidirectional,best,3.0625,0.942857,3450.0
41,T1,safe_unidirectional,worst,21.5625,2.1,14760.0
41,T1,safe_unidirectional,best,16.125,1.62857,11160.0
41,T1,hybrid_bidirectional,best,9.625,1.37143,7500.0
41,T2,safe_unidirectional,worst,17.5625,1.5,11580.0
41,T2,safe_unidirectional,best,12.9375,1.32857,9000.0
41,T2,hybrid_bidirectional,worst,6.125,1.28571,5640.0
41,T3,safe_unidirectional,worst,14.3125,1.2,9390.0
41,T3,safe_unidirectional,best,10.625,1.02857,7260.0
41,T3,hybrid_bidirectional,worst,5.125,0.942857,4440.0
41,T3,hybrid_bidirectional,best,3.25,0.771429,3180.0
42,T1,safe_unidirectional,worst,23.9375,2.18571,16080.0
42,T1,safe_unidirectional,best,16.375,1.75714,11550.0
42,T1,hybrid_bidirectional,worst,13.5625,2.01429,10740.0
42,T1,hybrid_bidirectional,best,9.6875,1.62857,8070.0
42,T2,safe_unidirectional,worst,17.5625,1.71429,12030.0
42,T2,safe_unidirectional,best,13.3125,1.41429,9360.0
42,T2,hybrid_bidirectional,worst,6.125,1.37143,5820.0
42,T2,hybrid_bidirectional,best,4.25,0.942857,4020.0
42,T3,safe_unidirectional,worst,14.0625,1.41429,9720.0
42,T3,safe_unidirectional,best,10.875,1.11429,7560.0
42,T3,hybrid_bidirectional,worst,5.0625,1.07143,4680.0
42,T3,hybrid_bidirectional,best,3.1875,0.814286,3240.0
43,T1,safe_unidirectional,worst,20.875,3.42857,17220.0
43,T1,safe_unidirectional,best,16.3125,1.62857,11250.0
43,T1,hybrid_bidirectional,worst,11.75,2.01429,9870.0
43,T1,hybrid_bidirectional,best,9.25,1.45714,7500.0
43,T2,hybrid_bidirectional,best,4.1875,0.985714,4080.0
43,T3,safe_unidirectional,worst,14.8125,1.2,9630.0
43,T3,safe_unidirectional,best,11.1875,0.942857,7350.0
43,T3,hybrid_bidirectional,worst,5.375,0.9,4470.0
43,T3,hybrid_bidirectional,best,3.9375,0.642857,3240.0
44,T1,safe_unidirectional,worst,21.4375,2.44286,15420.0
44,T1,safe_unidirectional,best,17.0625,1.75714,11880.0
44,T1,hybrid_bidirectional,worst,12.8125,1.97143,10290.0
44,T1,hybrid_bidirectional,best,9.9375,1.45714,7830.0
44,T2,safe_unidirectional,worst,17.4375,1.75714,12060.0
44,T2,safe_unidirectional,best,13.6875,1.45714,9630.0
44,T2,hybrid_bidirectional,worst,5.5625,1.32857,5460.0
44,T2,hybrid_bidirectional,best,3.4375,1.11429,3990.0
44,T3,safe_unidirectional,worst,14.5625,1.45714,10050.0
44,T3,safe_unidirectional,best,11.625,1.07143,7830.0
44,T3,hybrid_bidirectional,worst,5.3125,1.2,5070.0
44,T3,hybrid_bidirectional,best,3.6875,0.942857,3750.0
45,T1,safe_unidirectional,best,16.75,1.88571,12000.0
45,T1,hybrid_bidirectional,worst,13.625,2.01429,10770.0
45,T1,hybrid_bidirectional,best,10.5625,1.45714,8130.0
45,T2,safe_unidirectional,worst,16.8125,1.92857,12120.0
45,T2,safe_unidirectional,best,13.5625,1.45714,9570.0
45,T2,hybrid_bidirectional,worst,6.4375,1.37143,5970.0
45,T2,hybrid_bidirectional,best,4.25,1.07143,4290.0
45,T3,safe_unidirectional,worst,14.6875,1.45714,10110.0
45,T3,safe_unidirectional,best,11.0625,1.2,7830.0
45,T3,hybrid_bidirectional,worst,5.3125,1.2,5070.0
45,T3,hybrid_bidirectional,best,3.375,0.942857,3600.0
46,T1,safe_unidirectional,best,15.4375,1.75714,11100.0
46,T1,hybrid_bidirectional,worst,13.25,1.88571,10320.0
46,T1,hybrid_bidirectional,best,9.875,1.41429,7710.0
46,T2,safe_unidirectional,worst,16.5,1.62857,11340.0
46,T2,safe_unidirectional,best,12.125,1.41429,8790.0
46,T2,hybrid_bidirectional,worst,5.625,1.32857,5490.0
46,T2,hybrid_bidirectional,best,4.375,0.942857,4080.0
46,T3,safe_unidirectional,worst,13.3125,1.32857,9180.0
46,T3,safe_unidirectional,best,10.125,1.07143,7110.0
46,T3,hybrid_bidirectional,worst,4.8125,1.07143,4560.0
46,T3,hybrid_bidirectional,best,3.5,0.771429,3300.0
47,T1,safe_unidirectional,worst,24.875,2.01429,16170.0
47,T1,safe_unidirectional,best,18.4375,1.62857,12270.0
47,T1,hybrid_bidirectional,worst,14.375,1.75714,10590.0
47,T1,hybrid_bidirectional,best,10.3125,1.41429,7920.0
47,T2,safe_unidirectional,worst,18.6875,1.67143,12480.0
47,T2,safe_unidirectional,best,14.625,1.32857,9810.0
47,T2,hybrid_bidirectional,worst,7.0625,1.32857,6180.0
47,T2,hybrid_bidirectional,best,4.75,1.07143,4530.0
47,T3,safe_unidirectional,worst,16.1875,1.28571,10470.0
47,T3,safe_unidirectional,best,12.625,1.07143,8310.0
47,T3,hybrid_bidirectional,worst,5.625,1.07143,4950.0
47,T3,hybrid_bidirectional,best,4.3125,0.771429,3690.0
48,T1,safe_unidirectional,worst,22.375,2.27143,15510.0
48,T1,safe_unidirectional,best,16.3125,1.88571,11790.0
48,T1,hybrid_bidirectional,worst,13.0625,1.88571,10230.0
48,T2,safe_unidirectional,worst,16.375,1.88571,11820.0
48,T2,safe_unidirectional,best,13.3125,1.45714,9450.0
48,T2,hybrid_bidirectional,worst,5.5625,1.32857,5460.0
48,T2,hybrid_bidirectional,best,3.625,1.07143,3990.0
48,T3,safe_unidirectional,worst,13.9375,1.45714,9750.0
48,T3,safe_unidirectional,best,10.5625,1.2,7590.0
48,T3,hybrid_bidirectional,worst,4.6875,1.2,4770.0
48,T3,hybrid_bidirectional,best,2.875,0.942857,3360.0
49,T1,safe_unidirectional,worst,21.375,1.88571,14220.0
49,T1,safe_unidirectional,best,15.1875,1.45714,10350.0
49,T1,hybrid_bidirectional,worst,14.3125,1.62857,10290.0
49,T1,hybrid_bidirectional,best,10.9375,1.28571,7950.0
49,T2,safe_unidirectional,worst,16.4375,1.41429,10860.0
49,T2,safe_unidirectional,best,12.3125,1.07143,8160.0
49,T2,hybrid_bidirectional,worst,6.75,1.07143,5490.0
49,T2,hybrid_bidirectional,best,4.75,0.771429,3900.0
49,T3,safe_unidirectional,worst,13.75,0.942857,8580.0
49,T3,safe_unidirectional,best,10.3125,0.814286,6660.0
49,T3,hybrid_bidirectional,worst,4.6875,0.771429,3870.0
49,T3,hybrid_bidirectional,best,3.4375,0.557143,2820.0
50,T1,safe_unidirectional,worst,22.75,2.27143,15690.0
50,T1,hybrid_bidirectional,worst,13.1875,1.88571,10290.0
50,T1,hybrid_bidirectional,best,9.8125,1.41429,7680.0
50,T2,safe_unidirectional,worst,17.125,1.8,12000.0
50,T2,safe_unidirectional,best,12.9375,1.45714,9270.0
50,T2,hybrid_bidirectional,worst,6.375,1.32857,5850.0
50,T2,hybrid_bidirectional,best,3.8125,1.15714,4260.0
50,T3,safe_unidirectional,worst,14.4375,1.45714,9990.0
50,T3,safe_unidirectional,best,10.9375,1.15714,7680.0
50,T3,hybrid_bidirectional,best,3.4375,0.857143,3450.0
51,T1,safe_unidirectional,worst,21.3125,2.52857,15540.0
51,T1,safe_unidirectional,best,15.375,2.01429,11610.0
51,T1,hybrid_bidirectional,worst,13.1875,2.01429,10560.0
51,T1,hybrid_bidirectional,best,9.875,1.62857,8160.0
51,T2,safe_unidirectional,worst,16.6875,1.88571,11970.0
51,T2,safe_unidirectional,best,13.3125,1.45714,9450.0
51,T2,hybrid_bidirectional,worst,5.875,1.45714,5880.0
51,T2,hybrid_bidirectional,best,3.875,1.2,4380.0
51,T3,safe_unidirectional,best,9.4375,1.45714,7590.0
51,T3,hybrid_bidirectional,worst,4.375,1.41429,5070.0
51,T3,hybrid_bidirectional,best,2.75,1.15714,3750.0
52,T1,safe_unidirectional,worst,21.0625,1.97143,14250.0
52,T1,safe_unidirectional,best,15.5,1.5,10590.0
52,T1,hybrid_bidirectional,worst,11.5,1.75714,9210.0
52,T1,hybrid_bidirectional,best,8.5625,1.37143,6990.0
52,T2,safe_unidirectional,worst,16.125,1.41429,10710.0
52,T2,safe_unidirectional,best,12.0625,1.11429,8130.0
52,T2,hybrid_bidirectional,best,4.1875,0.942857,3990.0
52,T3,safe_unidirectional,worst,13.1875,1.07143,8580.0
52,T3,safe_unidirectional,best,9.875,0.814286,6450.0
52,T3,hybrid_bidirectional,worst,5.0625,0.771429,4050.0
52,T3,hybrid_bidirectional,best,3.25,0.642857,2910.0
53,T1,safe_unidirectional,worst,21.8125,2.1,14880.0
53,T1,safe_unidirectional,best,15.6875,1.62857,10950.0
53,T1,hybrid_bidirectional,worst,14.3125,1.75714,10560.0
53,T1,hybrid_bidirectional,best,9.625,1.41429,7590.0
53,T2,safe_unidirectional,worst,16.1875,1.62857,11190.0
53,T2,safe_unidirectional,best,12.375,1.24286,8550.0
53,T2,hybrid_bidirectional,worst,5.8125,1.28571,5490.0
53,T3,safe_unidirectional,worst,12.4375,1.45714,9030.0
53,T3,safe_unidirectional,best,9.875,1.07143,6990.0
53,T3,hybrid_bidirectional,worst,4.9375,0.942857,4350.0
53,T3,hybrid_bidirectional,best,3.125,0.771429,3120.0
54,T1,safe_unidirectional,worst,18.875,2.27143,13830.0
54,T1,safe_unidirectional,best,14.125,1.88571,10740.0
54,T1,hybrid_bidirectional,worst,13.0625,1.88571,10230.0
54,T1,hybrid_bidirectional,best,10.0625,1.5,7980.0
54,T2,safe_unidirectional,worst,15.125,1.75714,10950.0
54,T2,safe_unidirectional,best,11.375,1.32857,8250.0
54,T2,hybrid_bidirectional,worst,5.4375,1.45714,5670.0
54,T2,hybrid_bidirectional,best,4.0625,1.07143,4200.0
54,T3,safe_unidirectional,worst,11.8125,1.41429,8640.0
54,T3,safe_unidirectional,best,8.9375,1.2,6810.0
54,T3,hybrid_bidirectional,worst,4.0625,1.2,4470.0
54,T3,hybrid_bidirectional,best,2.625,0.942857,3240.0
55,T1,safe_unidirectional,worst,23.4375,2.61429,16740.0
55,T1,safe_unidirectional,best,15.4375,1.75714,11100.0
55,T1,hybrid_bidirectional,worst,11.5625,1.88571,9510.0
55,T1,hybrid_bidirectional,best,7.5,1.62857,7020.0
55,T2,safe_unidirectional,worst,15.6875,1.88571,11490.0
55,T2,safe_unidirectional,best,11.625,1.45714,8640.0
55,T2,hybrid_bidirectional,worst,5.125,1.5,5610.0
55,T2,hybrid_bidirectional,best,3.4375,1.15714,4080.0
55,T3,safe_unidirectional,worst,12.9375,1.45714,9270.0
55,T3,safe_unidirectional,best,9.3125,1.15714,6900.0
55,T3,hybrid_bidirectional,worst,4.4375,1.2,4650.0
55,T3,hybrid_bidirectional,best,3.5625,0.771429,3330.0
56,T1,safe_unidirectional,worst,22.9375,2.1,15420.0
56,T1,safe_unidirectional,best,17.125,1.62857,11640.0
56,T1,hybrid_bidirectional,worst,12.625,1.8,9840.0
56,T1,hybrid_bidirectional,best,9.3125,1.45714,7530.0
56,T2,safe_unidirectional,worst,18.25,1.5,11910.0
56,T2,safe_unidirectional,best,13.75,1.24286,9210.0
56,T2,hybrid_bidirectional,worst,6.1875,1.28571,5670.0
56,T2,hybrid_bidirectional,best,4.4375,0.942857,4110.0
56,T3,safe_unidirectional,worst,14.75,1.2,9600.0
56,T3,safe_unidirectional,best,11.375,0.942857,7440.0
56,T3,hybrid_bidirectional,worst,6.375,0.771429,4680.0
56,T3,hybrid_bidirectional,best,4.0625,0.642857,3300.0
57,T1,safe_unidirectional,worst,23.9375,1.97143,15630.0
57,T1,safe_unidirectional,best,17.5,1.62857,11820.0
57,T1,hybrid_bidirectional,worst,12.3125,2.01429,10140.0
57,T1,hybrid_bidirectional,best,10.0625,1.32857,7620.0
57,T2,safe_unidirectional,worst,19.25,1.5,12390.0
57,T2,safe_unidirectional,best,13.5,1.41429,9450.0
57,T2,hybrid_bidirectional,worst,6.875,1.2,5820.0
57,T2,hybrid_bidirectional,best,4.625,0.985714,4290.0
57,T3,safe_unidirectional,worst,15.625,1.2,10020.0
57,T3,safe_unidirectional,best,11.6875,1.07143,7860.0
57,T3,hybrid_bidirectional,worst,6.0625,0.942857,4890.0
58,T1,safe_unidirectional,worst,22.125,3.17143,17280.0
58,T1,safe_unidirectional,best,16.75,1.8,11820.0
58,T1,hybrid_bidirectional,worst,12.75,2.01429,10350.0
58,T1,hybrid_bidirectional,best,9.0625,1.62857,7770.0
58,T2,safe_unidirectional,worst,16.9375,1.88571,12090.0
58,T2,safe_unidirectional,best,13.375,1.45714,9480.0
58,T2,hybrid_bidirectional,worst,6.3125,1.32857,5820.0
58,T2,hybrid_bidirectional,best,4.25,1.07143,4290.0
58,T3,safe_unidirectional,worst,14.6875,1.5,10200.0
58,T3,safe_unidirectional,best,11.1875,1.15714,7800.0
58,T3,hybrid_bidirectional,worst,5.375,1.2,5100.0
58,T3,hybrid_bidirectional,best,4.1875,0.771429,3630.0
59,T1,safe_unidirectional,worst,18.9375,2.27143,13860.0
59,T1,safe_unidirectional,best,14.25,1.88571,10800.0
59,T1,hybrid_bidirectional,worst,13.375,2.01429,10650.0
59,T1,hybrid_bidirectional,best,10.3125,1.45714,8010.0
59,T2,safe_unidirectional,worst,15.0625,1.75714,10920.0
59,T2,safe_unidirectional,best,11.25,1.45714,8460.0
59,T2,hybrid_bidirectional,worst,6.25,1.28571,5700.0
59,T2,hybrid_bidirectional,best,3.9375,0.985714,3960.0
59,T3,safe_unidirectional,worst,12.0625,1.45714,8850.0
59,T3,safe_unidirectional,best,8.6875,1.28571,6870.0
59,T3,hybrid_bidirectional,worst,4.5,1.07143,4410.0
59,T3,hybrid_bidirectional,best,3.25,0.771429,3180.0
1,T1,safe_unidirectional,worst,22.75,2.01429,15150.0
1,T1,safe_unidirectional,best,16.5625,1.62857,11370.0
1,T1,hybrid_bidirectional,worst,13.25,1.75714,10050.0
1,T1,hybrid_bidirectional,best,9.3125,1.37143,7350.0
1,T2,safe_unidirectional,worst,17.375,1.67143,11850.0
1,T2,safe_unidirectional,best,13.1875,1.32857,9120.0
1,T2,hybrid_bidirectional,worst,6.3125,1.28571,5730.0
1,T2,hybrid_bidirectional,best,4.1875,1.02857,4170.0
1,T3,safe_unidirectional,worst,14.3125,1.32857,9660.0
1,T3,safe_unidirectional,best,10.3125,1.2,7470.0
1,T3,hybrid_bidirectional,worst,5.9375,0.942857,4830.0
1,T3,hybrid_bidirectional,best,4.0625,0.771429,3570.0
2,T1,safe_unidirectional,worst,21.6875,2.01429,14640.0
2,T1,safe_unidirectional,best,16.1875,1.67143,11280.0
2,T1,hybrid_bidirectional,worst,12.9375,1.75714,9900.0
2,T1,hybrid_bidirectional,best,10.25,1.32857,7710.0
2,T2,safe_unidirectional,worst,16.9375,1.62857,11550.0
2,T2,safe_unidirectional,best,13.0625,1.28571,8970.0
2,T2,hybrid_bidirectional,worst,6.4375,1.28571,5790.0
2,T2,hybrid_bidirectional,best,4.625,0.942857,4200.0
2,T3,safe_unidirectional,worst,13.75,1.28571,9300.0
2,T3,safe_unidirectional,best,10.3125,1.07143,7200.0
2,T3,hybrid_bidirectional,worst,5.25,0.985714,4590.0
2,T3,hybrid_bidirectional,best,3.3125,0.771429,3210.0
3,T1,safe_unidirectional,worst,20.9375,4.88571,20310.0
3,T1,safe_unidirectional,best,15.75,1.62857,10980.0
3,T1,hybrid_bidirectional,worst,13.3125,1.75714,10080.0
3,T1,hybrid_bidirectional,best,8.5625,1.45714,7170.0
3,T2,safe_unidirectional,worst,16.6875,1.67143,11520.0
3,T2,safe_unidirectional,best,12.9375,1.2,8730.0
3,T2,hybrid_bidirectional,worst,6.25,1.2,5520.0
3,T2,hybrid_bidirectional,best,3.9375,0.942857,3870.0
3,T3,safe_unidirectional,worst,14.1875,1.32857,9600.0
3,T3,safe_unidirectional,best,10.875,0.942857,7200.0
3,T3,hybrid_bidirectional,worst,5.375,0.942857,4560.0
3,T3,hybrid_bidirectional,best,3.4375,0.771429,3270.0
4,T1,safe_unidirectional,worst,18.8125,2.27143,13800.0
4,T1,safe_unidirectional,best,14.875,1.75714,10830.0
4,T1,hybrid_bidirectional,worst,11.4375,2.01429,9720.0
4,T1,hybrid_bidirectional,best,8.375,1.62857,7440.0
4,T2,safe_unidirectional,worst,15.125,1.75714,10950.0
4,T2,safe_unidirectional,best,11.3125,1.41429,8400.0
4,T2,hybrid_bidirectional,worst,5.4375,1.45714,5670.0
4,T2,hybrid_bidirectional,best,3.6875,1.07143,4020.0
4,T3,safe_unidirectional,worst,11.875,1.45714,8760.0
4,T3,hybrid_bidirectional,worst,4.25,1.07143,4290.0
4,T3,hybrid_bidirectional,best,2.75,0.814286,3030.0
5,T1,safe_unidirectional,worst,23.125,2.4,16140.0
5,T1,safe_unidirectional,best,16.3125,1.45714,10890.0
5,T1,hybrid_bidirectional,worst,13.125,1.71429,9900.0
5,T1,hybrid_bidirectional,best,9.5625,1.32857,7380.0
5,T2,safe_unidirectional,worst,17.5625,1.41429,11400.0
5,T2,safe_unidirectional,best,13.1875,1.07143,8580.0
5,T2,hybrid_bidirectional,worst,6.625,1.07143,5430.0
5,T2,hybrid_bidirectional,best,3.9375,0.942857,3870.0
5,T3,safe_unidirectional,worst,14.6875,1.07143,9300.0
5,T3,safe_unidirectional,best,11.25,0.771429,7020.0
5,T3,hybrid_bidirectional,worst,5.875,0.771429,4440.0
5,T3,hybrid_bidirectional,best,3.5625,0.642857,3060.0
6,T1,safe_unidirectional,worst,21.8125,2.27143,15240.0
6,T1,safe_unidirectional,best,16.5,1.75714,11610.0
6,T1,hybrid_bidirectional,worst,12.0625,1.88571,9750.0
6,T1,hybrid_bidirectional,best,8.6875,1.41429,7140.0
6,T2,safe_unidirectional,worst,17.9375,1.62857,12030.0
6,T2,safe_unidirectional,best,13.75,1.37143,9480.0
6,T2,hybrid_bidirectional,worst,6.4375,1.2,5610.0
6,T2,hybrid_bidirectional,best,3.9375,1.07143,4140.0
6,T3,safe_unidirectional,worst,14.0625,1.45714,9810.0
6,T3,hybrid_bidirectional,best,3.5625,0.814286,3420.0
7,T1,safe_unidirectional,worst,18.875,2.44286,14190.0
7,T1,safe_unidirectional,best,14.0625,2.01429,10980.0
7,T1,hybrid_bidirectional,worst,12.4375,2.01429,10200.0
7,T1,hybrid_bidirectional,best,9.375,1.5,7650.0
7,T2,safe_unidirectional,worst,14.625,1.97143,11160.0
7,T2,safe_unidirectional,best,12.0625,1.45714,8850.0
7,T2,hybrid_bidirectional,worst,5.5625,1.32857,5460.0
7,T2,hybrid_bidirectional,best,3.3125,1.2,4110.0
7,T3,safe_unidirectional,worst,11.6875,1.71429,9210.0
7,T3,safe_unidirectional,best,8.6875,1.41429,7140.0
7,T3,hybrid_bidirectional,worst,4.125,1.32857,4770.0
7,T3,hybrid_bidirectional,best,2.9375,0.942857,3390.0
8,T1,safe_unidirectional,worst,20.1875,2.22857,14370.0
8,T1,safe_unidirectional,best,15.125,1.62857,10680.0
8,T1,hybrid_bidirectional,worst,11.8125,1.97143,9810.0
8,T1,hybrid_bidirectional,best,8.6875,1.45714,7230.0
8,T2,safe_unidirectional,worst,15.6875,1.62857,10950.0
8,T2,safe_unidirectional,best,11.25,1.45714,8460.0
8,T2,hybrid_bidirectional,worst,5.3125,1.32857,5340.0
8,T2,hybrid_bidirectional,best,3.875,0.942857,3840.0
8,T3,safe_unidirectional,worst,12.375,1.32857,8730.0
8,T3,safe_unidirectional,best,8.6875,1.15714,6600.0
8,T3,hybrid_bidirectional,worst,4.5,1.07143,4410.0
8,T3,hybrid_bidirectional,best,2.8125,0.814286,3060.0
9,T1,safe_unidirectional,worst,17.8125,2.27143,13320.0
9,T1,safe_unidirectional,best,13.375,1.88571,10380.0
9,T1,hybrid_bidirectional,worst,12.75,1.92857,10170.0
9,T1,hybrid_bidirectional,best,9.625,1.45714,7680.0
9,T2,safe_unidirectional,worst,13.25,2.01429,10590.0
9,T2,safe_unidirectional,best,10.5,1.41429,8010.0
9,T2,hybrid_bidirectional,worst,5.125,1.41429,5430.0
9,T2,hybrid_bidirectional,best,3.6875,1.07143,4020.0
9,T3,safe_unidirectional,worst,10.75,1.54286,8400.0
9,T3,safe_unidirectional,best,7.9375,1.2,6330.0
9,T3,hybrid_bidirectional,best,2.9375,0.771429,3030.0
10,T1,safe_unidirectional,worst,19.9375,2.01429,13800.0
10,T1,safe_unidirectional,best,16.375,1.62857,11280.0
10,T1,hybrid_bidirectional,worst,13.6875,1.88571,10530.0
10,T1,hybrid_bidirectional,best,11.125,1.45714,8400.0
10,T2,safe_unidirectional,worst,16.1875,1.5,10920.0
10,T2,safe_unidirectional,best,12.5,1.28571,8700.0
10,T2,hybrid_bidirectional,worst,5.875,1.2,5340.0
10,T2,hybrid_bidirectional,best,4.125,0.942857,3960.0
10,T3,safe_unidirectional,worst,12.1875,1.41429,8820.0
10,T3,safe_unidirectional,best,10.375,0.942857,6960.0
10,T3,hybrid_bidirectional,worst,4.75,0.985714,4350.0
11,T1,safe_unidirectional,worst,19.375,2.14286,13800.0
11,T1,safe_unidirectional,best,14.625,1.84286,10890.0
11,T1,hybrid_bidirectional,worst,13.25,1.88571,10320.0
11,T1,hybrid_bidirectional,best,10.5625,1.32857,7860.0
11,T2,safe_unidirectional,worst,16.25,1.5,10950.0
11,T2,safe_unidirectional,best,12.5,1.2,8520.0
11,T2,hybrid_bidirectional,worst,5.8125,1.2,5310.0
11,T2,hybrid_bidirectional,best,3.75,0.942857,3780.0
11,T3,safe_unidirectional,worst,13.125,1.2,8820.0
11,T3,safe_unidirectional,best,9.625,1.07143,6870.0
11,T3,hybrid_bidirectional,worst,4.5625,0.942857,4170.0
11,T3,hybrid_bidirectional,best,2.9375,0.771429,3030.0
12,T1,safe_unidirectional,worst,20.875,2.22857,14700.0
12,T1,safe_unidirectional,best,16.3125,1.8,11610.0
12,T1,hybrid_bidirectional,worst,11.5,1.88571,9480.0
12,T1,hybrid_bidirectional,best,8.375,1.45714,7080.0
12,T2,safe_unidirectional,worst,17.3125,1.67143,11820.0
12,T2,safe_unidirectional,best,13.5625,1.32857,9300.0
12,T2,hybrid_bidirectional,worst,6.3125,1.32857,5820.0
12,T2,hybrid_bidirectional,best,3.875,1.07143,4110.0
12,T3,safe_unidirectional,worst,13.625,1.41429,9510.0
12,T3,safe_unidirectional,best,10.875,1.07143,7470.0
12,T3,hybrid_bidirectional,worst,5.0625,1.07143,4680.0
12,T3,hybrid_bidirectional,best,3.5625,0.814286,3420.0
13,T1,safe_unidirectional,worst,20.4375,1.97143,13950.0
13,T1,safe_unidirectional,best,15.5,1.5,10590.0
13,T1,hybrid_bidirectional,worst,12.1875,1.88571,9810.0
13,T1,hybrid_bidirectional,best,9.8125,1.32857,7500.0
13,T2,safe_unidirectional,worst,16.0625,1.45714,10770.0
13,T2,safe_unidirectional,best,12.1875,1.2,8370.0
13,T2,hybrid_bidirectional,worst,5.8125,1.2,5310.0
13,T2,hybrid_bidirectional,best,3.875,0.985714,3930.0
13,T3,safe_unidirectional,worst,12.6875,1.2,8610.0
13,T3,safe_unidirectional,best,9.9375,0.942857,6750.0
13,T3,hybrid_bidirectional,worst,5.25,0.771429,4140.0
13,T3,hybrid_bidirectional,best,3.4375,0.642857,3000.0
14,T1,safe_unidirectional,worst,21.0625,2.22857,14790.0
14,T1,safe_unidirectional,best,16.625,1.71429,11580.0
14,T1,hybrid_bidirectional,worst,11.5625,2.1,9960.0
14,T1,hybrid_bidirectional,best,9.0625,1.62857,7770.0
14,T2,safe_unidirectional,worst,16.25,1.88571,11760.0
14,T2,hybrid_bidirectional,worst,6.375,1.32857,5850.0
14,T2,hybrid_bidirectional,best,4.25,1.07143,4290.0
14,T3,safe_unidirectional,worst,13.1875,1.45714,9390.0
14,T3,safe_unidirectional,best,11.0625,1.07143,7560.0
14,T3,hybrid_bidirectional,worst,4.9375,1.2,4890.0
14,T3,hybrid_bidirectional,best,3.4375,0.9,3540.0
15,T1,safe_unidirectional,best,16.375,1.88571,11820.0
15,T1,hybrid_bidirectional,worst,13.8125,1.75714,10320.0
15,T1,hybrid_bidirectional,best,9.25,1.41429,7410.0
15,T2,safe_unidirectional,worst,18.25,1.8,12540.0
15,T2,safe_unidirectional,best,13.875,1.32857,9450.0
15,T2,hybrid_bidirectional,worst,6.6875,1.32857,6000.0
15,T2,hybrid_bidirectional,best,4.3125,1.07143,4320.0
15,T3,safe_unidirectional,worst,14.375,1.5,10050.0
15,T3,hybrid_bidirectional,worst,4.9375,1.28571,5070.0
15,T3,hybrid_bidirectional,best,3.125,1.07143,3750.0
16,T1,safe_unidirectional,worst,22.6875,2.01429,15120.0
16,T1,safe_unidirectional,best,15.6875,1.62857,10950.0
16,T1,hybrid_bidirectional,worst,12.5,1.8,9780.0
16,T1,hybrid_bidirectional,best,9.1875,1.41429,7380.0
16,T2,safe_unidirectional,best,12.4375,1.32857,8760.0
16,T2,hybrid_bidirectional,worst,5.875,1.28571,5520.0
16,T2,hybrid_bidirectional,best,3.6875,1.07143,4020.0
16,T3,safe_unidirectional,worst,13.0625,1.32857,9060.0
16,T3,safe_unidirectional,best,10.4375,0.942857,6990.0
16,T3,hybrid_bidirectional,worst,4.6875,0.942857,4230.0
16,T3,hybrid_bidirectional,best,3.0625,0.771429,3090.0
17,T1,safe_unidirectional,worst,21.4375,2.65714,15870.0
17,T1,safe_unidirectional,best,16.5625,1.62857,11370.0
17,T1,hybrid_bidirectional,worst,11.4375,1.88571,9450.0
17,T1,hybrid_bidirectional,best,8.0625,1.5,7020.0
17,T2,safe_unidirectional,worst,16.5625,1.75714,11640.0
17,T2,safe_unidirectional,best,13.1875,1.32857,9120.0
17,T2,hybrid_bidirectional,worst,6.4375,1.2,5610.0
17,T2,hybrid_bidirectional,best,4.1875,0.942857,3990.0
17,T3,safe_unidirectional,worst,13.5625,1.41429,9480.0
17,T3,safe_unidirectional,best,10.5,1.07143,7290.0
17,T3,hybrid_bidirectional,worst,4.8125,1.07143,4560.0
17,T3,hybrid_bidirectional,best,3.5,0.771429,3300.0
18,T1,safe_unidirectional,worst,17.875,2.14286,13080.0
18,T1,safe_unidirectional,best,13.375,1.84286,10290.0
18,T1,hybrid_bidirectional,worst,11.6875,1.88571,9570.0
18,T1,hybrid_bidirectional,best,9.25,1.45714,7500.0
18,T2,safe_unidirectional,worst,13.25,1.84286,10230.0
18,T2,safe_unidirectional,best,10.375,1.41429,7950.0
18,T2,hybrid_bidirectional,worst,4.8125,1.32857,5100.0
18,T2,hybrid_bidirectional,best,3.125,1.11429,3840.0
18,T3,safe_unidirectional,worst,10.625,1.41429,8070.0
18,T3,safe_unidirectional,best,7.625,1.2,6180.0
